Timestamp,iSTAR i8,Input Port
08/03/23 10:54:01,i8.3,input 4 ACTIVE,
08/03/23 10:54:02,i8.3,input 4 INACTIVE,
08/03/23 10:54:03,i8.3,input 5 ACTIVE,
08/03/23 10:54:04,i8.3,input 5 INACTIVE,
08/03/23 10:54:05,i8.3,input 6 ACTIVE,
08/03/23 10:54:06,i8.3,input 6 INACTIVE,
08/03/23 10:54:07,i8.3,input 7 ACTIVE,
08/03/23 10:54:08,i8.3,input 7 INACTIVE,
08/03/23 10:54:09,---,---,END OF TEST #0 Trial: 3
08/03/23 10:54:09,---,---,TEST #0 Trial:3
08/03/23 10:54:09,i8.4,input 0 ACTIVE,
08/03/23 10:54:10,i8.4,input 0 INACTIVE,
08/03/23 10:54:11,i8.4,input 1 ACTIVE,
08/03/23 10:54:12,i8.4,input 1 INACTIVE,
08/03/23 10:54:13,i8.4,input 2 ACTIVE,
08/03/23 10:54:14,i8.4,input 2 INACTIVE,
08/03/23 10:54:15,i8.4,input 3 ACTIVE,
08/03/23 10:54:16,i8.4,input 3 INACTIVE,
08/03/23 10:54:17,i8.4,input 4 ACTIVE,
08/03/23 10:54:18,i8.4,input 4 INACTIVE,
08/03/23 10:54:19,i8.4,input 5 ACTIVE,
08/03/23 10:54:20,i8.4,input 5 INACTIVE,
08/03/23 10:54:21,i8.4,input 6 ACTIVE,
08/03/23 10:54:22,i8.4,input 6 INACTIVE,
08/03/23 10:54:23,i8.4,input 7 ACTIVE,
08/03/23 10:54:24,i8.4,input 7 INACTIVE,
08/03/23 10:54:25,---,---,END OF TEST #0 Trial: 3
08/03/23 10:54:25,---,---,TEST #0 Trial:3
08/03/23 10:54:25,i8.5,input 0 ACTIVE,
08/03/23 10:54:26,i8.5,input 0 INACTIVE,
08/03/23 10:54:27,i8.5,input 1 ACTIVE,
08/03/23 10:54:28,i8.5,input 1 INACTIVE,
08/03/23 10:54:29,i8.5,input 2 ACTIVE,
08/03/23 10:54:30,i8.5,input 2 INACTIVE,
08/03/23 10:54:31,i8.5,input 3 ACTIVE,
08/03/23 10:54:32,i8.5,input 3 INACTIVE,
08/03/23 10:54:33,i8.5,input 4 ACTIVE,
08/03/23 10:54:34,i8.5,input 4 INACTIVE,
08/03/23 10:54:35,i8.5,input 5 ACTIVE,
08/03/23 10:54:36,i8.5,input 5 INACTIVE,
08/03/23 10:54:37,i8.5,input 6 ACTIVE,
08/03/23 10:54:38,i8.5,input 6 INACTIVE,
08/03/23 10:54:39,i8.5,input 7 ACTIVE,
08/03/23 10:54:40,i8.5,input 7 INACTIVE,
08/03/23 10:54:41,---,---,END OF TEST #0 Trial: 3
08/03/23 10:54:41,---,---,TEST #0 Trial:3
08/03/23 10:54:41,i8.6,input 0 ACTIVE,
08/03/23 10:54:42,i8.6,input 0 INACTIVE,
08/03/23 10:54:43,i8.6,input 1 ACTIVE,
08/03/23 10:54:44,i8.6,input 1 INACTIVE,
08/03/23 10:54:45,i8.6,input 2 ACTIVE,
08/03/23 10:54:46,i8.6,input 2 INACTIVE,
08/03/23 10:54:47,i8.6,input 3 ACTIVE,
08/03/23 10:54:48,i8.6,input 3 INACTIVE,
08/03/23 10:54:49,i8.6,input 4 ACTIVE,
08/03/23 10:54:50,i8.6,input 4 INACTIVE,
08/03/23 10:54:51,i8.6,input 5 ACTIVE,
08/03/23 10:54:52,i8.6,input 5 INACTIVE,
08/03/23 10:54:53,i8.6,input 6 ACTIVE,
08/03/23 10:54:54,i8.6,input 6 INACTIVE,
08/03/23 10:54:55,i8.6,input 7 ACTIVE,
08/03/23 10:54:56,i8.6,input 7 INACTIVE,
08/03/23 10:54:57,---,---,END OF TEST #0 Trial: 3
08/03/23 10:54:57,---,---,TEST #0 Trial:3
08/03/23 10:54:57,i8.7,input 0 ACTIVE,
08/03/23 10:54:58,i8.7,input 0 INACTIVE,
08/03/23 10:54:59,i8.7,input 1 ACTIVE,
08/03/23 10:55:00,i8.7,input 1 INACTIVE,
08/03/23 10:55:01,i8.7,input 2 ACTIVE,
08/03/23 10:55:02,i8.7,input 2 INACTIVE,
08/03/23 10:55:03,i8.7,input 3 ACTIVE,
08/03/23 10:55:04,i8.7,input 3 INACTIVE,
08/03/23 10:55:05,i8.7,input 4 ACTIVE,
08/03/23 10:55:06,i8.7,input 4 INACTIVE,
08/03/23 10:55:07,i8.7,input 5 ACTIVE,
08/03/23 10:55:08,i8.7,input 5 INACTIVE,
08/03/23 10:55:09,i8.7,input 6 ACTIVE,
08/03/23 10:55:10,i8.7,input 6 INACTIVE,
08/03/23 10:55:11,i8.7,input 7 ACTIVE,
08/03/23 10:55:12,i8.7,input 7 INACTIVE,
08/03/23 10:55:13,---,---,END OF TEST #0 Trial: 3
08/03/23 10:55:13,---,---,TEST #0 Trial:3
08/03/23 10:55:13,i8.8,input 0 ACTIVE,
08/03/23 10:55:14,i8.8,input 0 INACTIVE,
08/03/23 10:55:15,i8.8,input 1 ACTIVE,
08/03/23 10:55:16,i8.8,input 1 INACTIVE,
08/03/23 10:55:17,i8.8,input 2 ACTIVE,
08/03/23 10:55:18,i8.8,input 2 INACTIVE,
08/03/23 10:55:19,i8.8,input 3 ACTIVE,
08/03/23 10:55:20,i8.8,input 3 INACTIVE,
08/03/23 10:55:21,i8.8,input 4 ACTIVE,
08/03/23 10:55:22,i8.8,input 4 INACTIVE,
08/03/23 10:55:23,i8.8,input 5 ACTIVE,
08/03/23 10:55:24,i8.8,input 5 INACTIVE,
08/03/23 10:55:25,i8.8,input 6 ACTIVE,
08/03/23 10:55:26,i8.8,input 6 INACTIVE,
08/03/23 10:55:27,i8.8,input 7 ACTIVE,
08/03/23 10:55:28,i8.8,input 7 INACTIVE,
08/03/23 10:55:29,---,---,END OF TEST #0 Trial: 3
08/03/23 10:55:29,---,---,TEST #0 Trial:4
08/03/23 10:55:29,i8.1,input 0 ACTIVE,
08/03/23 10:55:30,i8.1,input 0 INACTIVE,
08/03/23 10:55:31,i8.1,input 1 ACTIVE,
08/03/23 10:55:32,i8.1,input 1 INACTIVE,
08/03/23 10:55:33,i8.1,input 2 ACTIVE,
08/03/23 10:55:34,i8.1,input 2 INACTIVE,
08/03/23 10:55:35,i8.1,input 3 ACTIVE,
08/03/23 10:55:36,i8.1,input 3 INACTIVE,
08/03/23 10:55:37,i8.1,input 4 ACTIVE,
08/03/23 10:55:38,i8.1,input 4 INACTIVE,
08/03/23 10:55:39,i8.1,input 5 ACTIVE,
08/03/23 10:55:40,i8.1,input 5 INACTIVE,
08/03/23 10:55:41,i8.1,input 6 ACTIVE,
08/03/23 10:55:42,i8.1,input 6 INACTIVE,
08/03/23 10:55:43,i8.1,input 7 ACTIVE,
08/03/23 10:55:44,i8.1,input 7 INACTIVE,
08/03/23 10:55:45,---,---,END OF TEST #0 Trial: 4
08/03/23 10:55:45,---,---,TEST #0 Trial:4
08/03/23 10:55:45,i8.2,input 0 ACTIVE,
08/03/23 10:55:46,i8.2,input 0 INACTIVE,
08/03/23 10:55:47,i8.2,input 1 ACTIVE,
08/03/23 10:55:48,i8.2,input 1 INACTIVE,
08/03/23 10:55:49,i8.2,input 2 ACTIVE,
08/03/23 10:55:50,i8.2,input 2 INACTIVE,
08/03/23 10:55:51,i8.2,input 3 ACTIVE,
08/03/23 10:55:52,i8.2,input 3 INACTIVE,
08/03/23 10:55:53,i8.2,input 4 ACTIVE,
08/03/23 10:55:54,i8.2,input 4 INACTIVE,
08/03/23 10:55:55,i8.2,input 5 ACTIVE,
08/03/23 10:55:56,i8.2,input 5 INACTIVE,
08/03/23 10:55:57,i8.2,input 6 ACTIVE,
08/03/23 10:55:58,i8.2,input 6 INACTIVE,
08/03/23 10:55:59,i8.2,input 7 ACTIVE,
08/03/23 10:56:00,i8.2,input 7 INACTIVE,
08/03/23 10:56:01,---,---,END OF TEST #0 Trial: 4
08/03/23 10:56:01,---,---,TEST #0 Trial:4
08/03/23 10:56:01,i8.3,input 0 ACTIVE,
08/03/23 10:56:02,i8.3,input 0 INACTIVE,
08/03/23 10:56:03,i8.3,input 1 ACTIVE,
08/03/23 10:56:04,i8.3,input 1 INACTIVE,
08/03/23 10:56:05,i8.3,input 2 ACTIVE,
08/03/23 10:56:06,i8.3,input 2 INACTIVE,
08/03/23 10:56:07,i8.3,input 3 ACTIVE,
08/03/23 10:56:08,i8.3,input 3 INACTIVE,
08/03/23 10:56:09,i8.3,input 4 ACTIVE,
08/03/23 10:56:10,i8.3,input 4 INACTIVE,
08/03/23 10:56:11,i8.3,input 5 ACTIVE,
08/03/23 10:56:12,i8.3,input 5 INACTIVE,
08/03/23 10:56:13,i8.3,input 6 ACTIVE,
08/03/23 10:56:14,i8.3,input 6 INACTIVE,
08/03/23 10:56:15,i8.3,input 7 ACTIVE,
08/03/23 10:56:16,i8.3,input 7 INACTIVE,
08/03/23 10:56:17,---,---,END OF TEST #0 Trial: 4
08/03/23 10:56:17,---,---,TEST #0 Trial:4
08/03/23 10:56:17,i8.4,input 0 ACTIVE,
08/03/23 10:56:18,i8.4,input 0 INACTIVE,
08/03/23 10:56:19,i8.4,input 1 ACTIVE,
08/03/23 10:56:20,i8.4,input 1 INACTIVE,
08/03/23 10:56:21,i8.4,input 2 ACTIVE,
08/03/23 10:56:22,i8.4,input 2 INACTIVE,
08/03/23 10:56:23,i8.4,input 3 ACTIVE,
08/03/23 10:56:24,i8.4,input 3 INACTIVE,
08/03/23 10:56:25,i8.4,input 4 ACTIVE,
08/03/23 10:56:26,i8.4,input 4 INACTIVE,
08/03/23 10:56:27,i8.4,input 5 ACTIVE,
08/03/23 10:56:28,i8.4,input 5 INACTIVE,
08/03/23 10:56:29,i8.4,input 6 ACTIVE,
08/03/23 10:56:30,i8.4,input 6 INACTIVE,
08/03/23 10:56:31,i8.4,input 7 ACTIVE,
08/03/23 10:56:32,i8.4,input 7 INACTIVE,
08/03/23 10:56:33,---,---,END OF TEST #0 Trial: 4
08/03/23 10:56:33,---,---,TEST #0 Trial:4
08/03/23 10:56:33,i8.5,input 0 ACTIVE,
08/03/23 10:56:34,i8.5,input 0 INACTIVE,
08/03/23 10:56:35,i8.5,input 1 ACTIVE,
08/03/23 10:56:36,i8.5,input 1 INACTIVE,
08/03/23 10:56:37,i8.5,input 2 ACTIVE,
08/03/23 10:56:38,i8.5,input 2 INACTIVE,
08/03/23 10:56:39,i8.5,input 3 ACTIVE,
08/03/23 10:56:40,i8.5,input 3 INACTIVE,
08/03/23 10:56:41,i8.5,input 4 ACTIVE,
08/03/23 10:56:42,i8.5,input 4 INACTIVE,
08/03/23 10:56:43,i8.5,input 5 ACTIVE,
08/03/23 10:56:44,i8.5,input 5 INACTIVE,
08/03/23 10:56:45,i8.5,input 6 ACTIVE,
08/03/23 10:56:46,i8.5,input 6 INACTIVE,
08/03/23 10:56:47,i8.5,input 7 ACTIVE,
08/03/23 10:56:48,i8.5,input 7 INACTIVE,
08/03/23 10:56:49,---,---,END OF TEST #0 Trial: 4
08/03/23 10:56:49,---,---,TEST #0 Trial:4
08/03/23 10:56:49,i8.6,input 0 ACTIVE,
08/03/23 10:56:50,i8.6,input 0 INACTIVE,
08/03/23 10:56:51,i8.6,input 1 ACTIVE,
08/03/23 10:56:52,i8.6,input 1 INACTIVE,
08/03/23 10:56:53,i8.6,input 2 ACTIVE,
08/03/23 10:56:54,i8.6,input 2 INACTIVE,
08/03/23 10:56:55,i8.6,input 3 ACTIVE,
08/03/23 10:56:56,i8.6,input 3 INACTIVE,
08/03/23 10:56:57,i8.6,input 4 ACTIVE,
08/03/23 10:56:58,i8.6,input 4 INACTIVE,
08/03/23 10:56:59,i8.6,input 5 ACTIVE,
08/03/23 10:57:00,i8.6,input 5 INACTIVE,
08/03/23 10:57:01,i8.6,input 6 ACTIVE,
08/03/23 10:57:02,i8.6,input 6 INACTIVE,
08/03/23 10:57:03,i8.6,input 7 ACTIVE,
08/03/23 10:57:04,i8.6,input 7 INACTIVE,
08/03/23 10:57:05,---,---,END OF TEST #0 Trial: 4
08/03/23 10:57:05,---,---,TEST #0 Trial:4
08/03/23 10:57:05,i8.7,input 0 ACTIVE,
08/03/23 10:57:06,i8.7,input 0 INACTIVE,
08/03/23 10:57:07,i8.7,input 1 ACTIVE,
08/03/23 10:57:08,i8.7,input 1 INACTIVE,
08/03/23 10:57:09,i8.7,input 2 ACTIVE,
08/03/23 10:57:10,i8.7,input 2 INACTIVE,
08/03/23 10:57:11,i8.7,input 3 ACTIVE,
08/03/23 10:57:12,i8.7,input 3 INACTIVE,
08/03/23 10:57:13,i8.7,input 4 ACTIVE,
08/03/23 10:57:14,i8.7,input 4 INACTIVE,
08/03/23 10:57:15,i8.7,input 5 ACTIVE,
08/03/23 10:57:16,i8.7,input 5 INACTIVE,
08/03/23 10:57:17,i8.7,input 6 ACTIVE,
08/03/23 10:57:18,i8.7,input 6 INACTIVE,
08/03/23 10:57:19,i8.7,input 7 ACTIVE,
08/03/23 10:57:20,i8.7,input 7 INACTIVE,
08/03/23 10:57:21,---,---,END OF TEST #0 Trial: 4
08/03/23 10:57:21,---,---,TEST #0 Trial:4
08/03/23 10:57:21,i8.8,input 0 ACTIVE,
08/03/23 10:57:22,i8.8,input 0 INACTIVE,
08/03/23 10:57:23,i8.8,input 1 ACTIVE,
08/03/23 10:57:24,i8.8,input 1 INACTIVE,
08/03/23 10:57:25,i8.8,input 2 ACTIVE,
08/03/23 10:57:26,i8.8,input 2 INACTIVE,
08/03/23 10:57:27,i8.8,input 3 ACTIVE,
08/03/23 10:57:28,i8.8,input 3 INACTIVE,
08/03/23 10:57:29,i8.8,input 4 ACTIVE,
08/03/23 10:57:30,i8.8,input 4 INACTIVE,
08/03/23 10:57:31,i8.8,input 5 ACTIVE,
08/03/23 10:57:32,i8.8,input 5 INACTIVE,
08/03/23 10:57:33,i8.8,input 6 ACTIVE,
08/03/23 10:57:34,i8.8,input 6 INACTIVE,
08/03/23 10:57:35,i8.8,input 7 ACTIVE,
08/03/23 10:57:36,i8.8,input 7 INACTIVE,
08/03/23 10:57:37,---,---,END OF TEST #0 Trial: 4
